Player 1,Player 2,Player_1_Win,,Player 1,Player 2,Player_1_Win
Ivo Karlovic,Dusan Lajovic,1,,Dusan Lajovic,Ivo Karlovic,0
Jiri Vesely,Roberto Carballes Baena,1,,Jiri Vesely,Roberto Carballes Baena,1
Grigor Dimitrov,Adrian Ungur,1,,Adrian Ungur,Grigor Dimitrov,0
Diego Sebastian Schwartzman,Facundo Bagnis,1,,Diego Sebastian Schwartzman,Facundo Bagnis,1
Illya Marchenko,Maximo Gonzalez,1,,Maximo Gonzalez,Illya Marchenko,0
Damir Dzumhur,Teymuraz Gabashvili,1,,Damir Dzumhur,Teymuraz Gabashvili,1
Dudi Sela,Andrey Rublev,1,,Andrey Rublev,Dudi Sela,0
Karen Khachanov,Aljaz Bedene,1,,Karen Khachanov,Aljaz Bedene,1
Albert Ramos,Adrian Mannarino,1,,Adrian Mannarino,Albert Ramos,0
Marcel Granollers,Cem Ilkel,1,,Marcel Granollers,Cem Ilkel,1
Hyeon Chung,Carlos Berlocq,1,,Carlos Berlocq,Hyeon Chung,0
Dusan Lajovic,Renzo Olivo,1,,Dusan Lajovic,Renzo Olivo,1
Jiri Vesely,Thiemo De Bakker,1,,Thiemo De Bakker,Jiri Vesely,0
Roberto Carballes Baena,Marsel Ilhan,1,,Roberto Carballes Baena,Marsel Ilhan,1
Adrian Ungur,Filip Krajinovic,1,,Filip Krajinovic,Adrian Ungur,0
Philipp Kohlschreiber,Dominic Thiem,1,,Philipp Kohlschreiber,Dominic Thiem,1
Dominic Thiem,Alexander Zverev,1,,Alexander Zverev,Dominic Thiem,0
Philipp Kohlschreiber,Fabio Fognini,1,,Philipp Kohlschreiber,Fabio Fognini,1
Alexander Zverev,David Goffin,1,,David Goffin,Alexander Zverev,0
Dominic Thiem,Ivan Dodig,1,,Dominic Thiem,Ivan Dodig,1
Philipp Kohlschreiber,Juan Martin Del Potro,1,,Juan Martin Del Potro,Philipp Kohlschreiber,0
Fabio Fognini,Jozef Kovalik,1,,Fabio Fognini,Jozef Kovalik,1
David Goffin,Victor Estrella,1,,Victor Estrella,David Goffin,0
Alexander Zverev,Lukas Rosol,1,,Alexander Zverev,Lukas Rosol,1
Dominic Thiem,Santiago Giraldo,1,,Santiago Giraldo,Dominic Thiem,0
Ivan Dodig,Thomaz Bellucci,1,,Ivan Dodig,Thomaz Bellucci,1
Juan Martin Del Potro,Jan Lennard Struff,1,,Jan Lennard Struff,Juan Martin Del Potro,0
Philipp Kohlschreiber,Florian Mayer,1,,Philipp Kohlschreiber,Florian Mayer,1
Fabio Fognini,Mikhail Kukushkin,1,,Mikhail Kukushkin,Fabio Fognini,0
Jozef Kovalik,Igor Sijsling,1,,Jozef Kovalik,Igor Sijsling,1
Victor Estrella,Cedrik Marcel Stebe,1,,Cedrik Marcel Stebe,Victor Estrella,0
Lukas Rosol,Denis Istomin,1,,Lukas Rosol,Denis Istomin,1
Alexander Zverev,Malek Jaziri,1,,Malek Jaziri,Alexander Zverev,0
Santiago Giraldo,Mischa Zverev,1,,Santiago Giraldo,Mischa Zverev,1
Ivan Dodig,Ernests Gulbis,1,,Ernests Gulbis,Ivan Dodig,0
Thomaz Bellucci,Mikhail Youzhny,1,,Thomaz Bellucci,Mikhail Youzhny,1
Jan Lennard Struff,Vasek Pospisil,1,,Vasek Pospisil,Jan Lennard Struff,0
Juan Martin Del Potro,Dustin Brown,1,,Juan Martin Del Potro,Dustin Brown,1
Florian Mayer,Matthias Bachinger,1,,Matthias Bachinger,Florian Mayer,0
Fabio Fognini,Maximilian Marterer,1,,Fabio Fognini,Maximilian Marterer,1
Mikhail Kukushkin,Evgeny Donskoy,1,,Evgeny Donskoy,Mikhail Kukushkin,0
Igor Sijsling,Marco Cecchinato,1,,Igor Sijsling,Marco Cecchinato,1
Novak Djokovic,Andy Murray,1,,Andy Murray,Novak Djokovic,0
Novak Djokovic,Kei Nishikori,1,,Novak Djokovic,Kei Nishikori,1
Andy Murray,Rafael Nadal,1,,Rafael Nadal,Andy Murray,0
Novak Djokovic,Milos Raonic,1,,Novak Djokovic,Milos Raonic,1
Kei Nishikori,Nick Kyrgios,1,,Nick Kyrgios,Kei Nishikori,0
Rafael Nadal,Joao Sousa,1,,Rafael Nadal,Joao Sousa,1
Andy Murray,Tomas Berdych,1,,Tomas Berdych,Andy Murray,0
Novak Djokovic,Roberto Bautista Agut,1,,Novak Djokovic,Roberto Bautista Agut,1
Milos Raonic,Jo Wilfried Tsonga,1,,Jo Wilfried Tsonga,Milos Raonic,0
Nick Kyrgios,Pablo Cuevas,1,,Nick Kyrgios,Pablo Cuevas,1
Kei Nishikori,Richard Gasquet,1,,Richard Gasquet,Kei Nishikori,0
Rafael Nadal,Sam Querrey,1,,Rafael Nadal,Sam Querrey,1
Joao Sousa,Jack Sock,1,,Jack Sock,Joao Sousa,0
Tomas Berdych,David Ferrer,1,,Tomas Berdych,David Ferrer,1
Andy Murray,Gilles Simon,1,,Gilles Simon,Andy Murray,0
Novak Djokovic,Borna Coric,1,,Novak Djokovic,Borna Coric,1
Roberto Bautista Agut,Feliciano Lopez,1,,Feliciano Lopez,Roberto Bautista Agut,0
Milos Raonic,Alexandr Dolgopolov,1,,Milos Raonic,Alexandr Dolgopolov,1
Jo Wilfried Tsonga,Albert Ramos,1,,Albert Ramos,Jo Wilfried Tsonga,0
Nick Kyrgios,Stanislas Wawrinka,1,,Nick Kyrgios,Stanislas Wawrinka,1
Pablo Cuevas,Gael Monfils,1,,Gael Monfils,Pablo Cuevas,0
Richard Gasquet,Fernando Verdasco,1,,Richard Gasquet,Fernando Verdasco,1
Kei Nishikori,Fabio Fognini,1,,Fabio Fognini,Kei Nishikori,0
Rafael Nadal,Andrey Kuznetsov,1,,Rafael Nadal,Andrey Kuznetsov,1
Sam Querrey,Lucas Pouille,1,,Lucas Pouille,Sam Querrey,0
Jack Sock,Juan Martin Del Potro,1,,Jack Sock,Juan Martin Del Potro,1
Joao Sousa,Marcel Granollers,1,,Marcel Granollers,Joao Sousa,0
Tomas Berdych,Denis Istomin,1,,Tomas Berdych,Denis Istomin,1
David Ferrer,Denis Kudla,1,,Denis Kudla,David Ferrer,0
Gilles Simon,Pablo Carreno Busta,1,,Gilles Simon,Pablo Carreno Busta,1
Andy Murray,Radek Stepanek,1,,Radek Stepanek,Andy Murray,0
Borna Coric,Nicolas Almagro,1,,Borna Coric,Nicolas Almagro,1
Feliciano Lopez,Leonardo Mayer,1,,Leonardo Mayer,Feliciano Lopez,0
Roberto Bautista Agut,Santiago Giraldo,1,,Roberto Bautista Agut,Santiago Giraldo,1
Milos Raonic,Thomaz Bellucci,1,,Thomaz Bellucci,Milos Raonic,0
Alexandr Dolgopolov,Steve Johnson,1,,Alexandr Dolgopolov,Steve Johnson,1
Albert Ramos,Jeremy Chardy,1,,Jeremy Chardy,Albert Ramos,0
Nick Kyrgios,Guido Pella,1,,Nick Kyrgios,Guido Pella,1
Pablo Cuevas,Philipp Kohlschreiber,1,,Philipp Kohlschreiber,Pablo Cuevas,0
Gael Monfils,Kevin Anderson,1,,Gael Monfils,Kevin Anderson,1
Richard Gasquet,Roberto Carballes Baena,1,,Roberto Carballes Baena,Richard Gasquet,0
Fernando Verdasco,Juan Monaco,1,,Fernando Verdasco,Juan Monaco,1
Fabio Fognini,Bernard Tomic,1,,Bernard Tomic,Fabio Fognini,0
Andrey Kuznetsov,Viktor Troicki,1,,Andrey Kuznetsov,Viktor Troicki,1
Sam Querrey,Pierre Hugues Herbert,1,,Pierre Hugues Herbert,Sam Querrey,0
Lucas Pouille,David Goffin,1,,Lucas Pouille,David Goffin,1
Juan Martin Del Potro,Dominic Thiem,1,,Dominic Thiem,Juan Martin Del Potro,0
Jack Sock,Benoit Paire,1,,Jack Sock,Benoit Paire,1
Joao Sousa,Nicolas Mahut,1,,Nicolas Mahut,Joao Sousa,0
Denis Istomin,Teymuraz Gabashvili,1,,Denis Istomin,Teymuraz Gabashvili,1
Denis Kudla,Ivo Karlovic,1,,Ivo Karlovic,Denis Kudla,0
David Ferrer,Guillermo Garcia Lopez,1,,David Ferrer,Guillermo Garcia Lopez,1
Gilles Simon,Marcos Baghdatis,1,,Marcos Baghdatis,Gilles Simon,0
Pablo Carreno Busta,Grigor Dimitrov,1,,Pablo Carreno Busta,Grigor Dimitrov,1
Radek Stepanek,Vasek Pospisil,1,,Vasek Pospisil,Radek Stepanek,0
Andy Murray,Novak Djokovic,1,,Andy Murray,Novak Djokovic,1
Novak Djokovic,Kei Nishikori,1,,Kei Nishikori,Novak Djokovic,0
Andy Murray,Lucas Pouille,1,,Andy Murray,Lucas Pouille,1
Novak Djokovic,Rafael Nadal,1,,Rafael Nadal,Novak Djokovic,0
Kei Nishikori,Dominic Thiem,1,,Kei Nishikori,Dominic Thiem,1
Lucas Pouille,Juan Monaco,1,,Juan Monaco,Lucas Pouille,0
Andy Murray,David Goffin,1,,Andy Murray,David Goffin,1
Novak Djokovic,Thomaz Bellucci,1,,Thomaz Bellucci,Novak Djokovic,0
Rafael Nadal,Nick Kyrgios,1,,Rafael Nadal,Nick Kyrgios,1
Dominic Thiem,Roger Federer,1,,Roger Federer,Dominic Thiem,0
Kei Nishikori,Richard Gasquet,1,,Kei Nishikori,Richard Gasquet,1
Lucas Pouille,David Ferrer,1,,David Ferrer,Lucas Pouille,0
Juan Monaco,Stanislas Wawrinka,1,,Juan Monaco,Stanislas Wawrinka,1
David Goffin,Tomas Berdych,1,,Tomas Berdych,David Goffin,0
Andy Murray,Jeremy Chardy,1,,Andy Murray,Jeremy Chardy,1
Novak Djokovic,Stephane Robert,1,,Stephane Robert,Novak Djokovic,0
Thomaz Bellucci,Nicolas Mahut,1,,Thomaz Bellucci,Nicolas Mahut,1
Nick Kyrgios,Milos Raonic,1,,Milos Raonic,Nick Kyrgios,0
Rafael Nadal,Philipp Kohlschreiber,1,,Rafael Nadal,Philipp Kohlschreiber,1
Roger Federer,Alexander Zverev,1,,Alexander Zverev,Roger Federer,0
Dominic Thiem,Joao Sousa,1,,Dominic Thiem,Joao Sousa,1
Richard Gasquet,Andreas Seppi,1,,Andreas Seppi,Richard Gasquet,0
Kei Nishikori,Viktor Troicki,1,,Kei Nishikori,Viktor Troicki,1
Lucas Pouille,Ernests Gulbis,1,,Ernests Gulbis,Lucas Pouille,0
David Ferrer,Guillermo Garcia Lopez,1,,David Ferrer,Guillermo Garcia Lopez,1
Juan Monaco,Kevin Anderson,1,,Kevin Anderson,Juan Monaco,0
Stanislas Wawrinka,Benoit Paire,1,,Stanislas Wawrinka,Benoit Paire,1
Tomas Berdych,Albert Ramos,1,,Albert Ramos,Tomas Berdych,0
David Goffin,Jack Sock,1,,David Goffin,Jack Sock,1
Jeremy Chardy,Roberto Bautista Agut,1,,Roberto Bautista Agut,Jeremy Chardy,0
Andy Murray,Mikhail Kukushkin,1,,Andy Murray,Mikhail Kukushkin,1
Stephane Robert,Aljaz Bedene,1,,Aljaz Bedene,Stephane Robert,0
Nicolas Mahut,Pablo Cuevas,1,,Nicolas Mahut,Pablo Cuevas,1
Thomaz Bellucci,Gael Monfils,1,,Gael Monfils,Thomaz Bellucci,0
Milos Raonic,Marco Cecchinato,1,,Milos Raonic,Marco Cecchinato,1
Nick Kyrgios,Salvatore Caruso,1,,Salvatore Caruso,Nick Kyrgios,0
Philipp Kohlschreiber,Inigo Cervantes Huegun,1,,Philipp Kohlschreiber,Inigo Cervantes Huegun,1
Alexander Zverev,Grigor Dimitrov,1,,Grigor Dimitrov,Alexander Zverev,0
Joao Sousa,Lorenzo Sonego,1,,Joao Sousa,Lorenzo Sonego,1
Dominic Thiem,Alexandr Dolgopolov,1,,Alexandr Dolgopolov,Dominic Thiem,0
Richard Gasquet,Julien Benneteau,1,,Richard Gasquet,Julien Benneteau,1
Andreas Seppi,Vasek Pospisil,1,,Vasek Pospisil,Andreas Seppi,0
Viktor Troicki,Teymuraz Gabashvili,1,,Viktor Troicki,Teymuraz Gabashvili,1
Ernests Gulbis,Ivo Karlovic,1,,Ivo Karlovic,Ernests Gulbis,0
Guillermo Garcia Lopez,Fabio Fognini,1,,Guillermo Garcia Lopez,Fabio Fognini,1
David Ferrer,Filippo Volandri,1,,Filippo Volandri,David Ferrer,0
Kevin Anderson,Feliciano Lopez,1,,Kevin Anderson,Feliciano Lopez,1
Juan Monaco,Steve Johnson,1,,Steve Johnson,Juan Monaco,0
Benoit Paire,Bernard Tomic,1,,Benoit Paire,Bernard Tomic,1
Albert Ramos,Sam Querrey,1,,Sam Querrey,Albert Ramos,0
Jack Sock,Guido Pella,1,,Jack Sock,Guido Pella,1
David Goffin,Leonardo Mayer,1,,Leonardo Mayer,David Goffin,0
Roberto Bautista Agut,Paolo Lorenzi,1,,Roberto Bautista Agut,Paolo Lorenzi,1
Jeremy Chardy,Damir Dzumhur,1,,Damir Dzumhur,Jeremy Chardy,0
Mikhail Kukushkin,Borna Coric,1,,Mikhail Kukushkin,Borna Coric,1
Stanislas Wawrinka,Marin Cilic,1,,Marin Cilic,Stanislas Wawrinka,0
Stanislas Wawrinka,Lukas Rosol,1,,Stanislas Wawrinka,Lukas Rosol,1
Marin Cilic,David Ferrer,1,,David Ferrer,Marin Cilic,0
Stanislas Wawrinka,Pablo Carreno Busta,1,,Stanislas Wawrinka,Pablo Carreno Busta,1
Lukas Rosol,Andrey Kuznetsov,1,,Andrey Kuznetsov,Lukas Rosol,0
Marin Cilic,Federico Delbonis,1,,Marin Cilic,Federico Delbonis,1
David Ferrer,Guillermo Garcia Lopez,1,,Guillermo Garcia Lopez,David Ferrer,0
Stanislas Wawrinka,Albert Ramos,1,,Stanislas Wawrinka,Albert Ramos,1
Pablo Carreno Busta,Inigo Cervantes Huegun,1,,Inigo Cervantes Huegun,Pablo Carreno Busta,0
Lukas Rosol,John Isner,1,,Lukas Rosol,John Isner,1
Andrey Kuznetsov,Steve Johnson,1,,Steve Johnson,Andrey Kuznetsov,0
Federico Delbonis,Thomaz Bellucci,1,,Federico Delbonis,Thomaz Bellucci,1
Marin Cilic,Ernests Gulbis,1,,Ernests Gulbis,Marin Cilic,0
Guillermo Garcia Lopez,Rajeev Ram,1,,Guillermo Garcia Lopez,Rajeev Ram,1
David Ferrer,Denis Istomin,1,,Denis Istomin,David Ferrer,0
Albert Ramos,Teymuraz Gabashvili,1,,Albert Ramos,Teymuraz Gabashvili,1
Pablo Carreno Busta,Christian Garin,1,,Christian Garin,Pablo Carreno Busta,0
Inigo Cervantes Huegun,Andreas Beck,1,,Inigo Cervantes Huegun,Andreas Beck,1
Lukas Rosol,Roberto Ortega Olmedo,1,,Roberto Ortega Olmedo,Lukas Rosol,0
Andrey Kuznetsov,Dudi Sela,1,,Andrey Kuznetsov,Dudi Sela,1
Steve Johnson,Mikhail Youzhny,1,,Mikhail Youzhny,Steve Johnson,0
Federico Delbonis,Janko Tipsarevic,1,,Federico Delbonis,Janko Tipsarevic,1
Thomaz Bellucci,Mikhail Kukushkin,1,,Mikhail Kukushkin,Thomaz Bellucci,0
Ernests Gulbis,Ricardas Berankis,1,,Ernests Gulbis,Ricardas Berankis,1
Guillermo Garcia Lopez,Sam Querrey,1,,Sam Querrey,Guillermo Garcia Lopez,0
Rajeev Ram,Evgeny Donskoy,1,,Rajeev Ram,Evgeny Donskoy,1
Denis Istomin,Florian Mayer,1,,Florian Mayer,Denis Istomin,0
Dominic Thiem,Alexander Zverev,1,,Dominic Thiem,Alexander Zverev,1
Dominic Thiem,Adrian Mannarino,1,,Adrian Mannarino,Dominic Thiem,0
Alexander Zverev,Joao Sousa,1,,Alexander Zverev,Joao Sousa,1
Dominic Thiem,Andreas Seppi,1,,Andreas Seppi,Dominic Thiem,0
Adrian Mannarino,Guido Pella,1,,Adrian Mannarino,Guido Pella,1
Joao Sousa,Kevin Anderson,1,,Kevin Anderson,Joao Sousa,0
Alexander Zverev,Gilles Simon,1,,Alexander Zverev,Gilles Simon,1
Dominic Thiem,Leonardo Mayer,1,,Leonardo Mayer,Dominic Thiem,0
Andreas Seppi,Paul Henri Mathieu,1,,Andreas Seppi,Paul Henri Mathieu,1
Adrian Mannarino,Benoit Paire,1,,Benoit Paire,Adrian Mannarino,0
Guido Pella,Donald Young,1,,Guido Pella,Donald Young,1
Joao Sousa,Victor Estrella,1,,Victor Estrella,Joao Sousa,0
Kevin Anderson,Diego Sebastian Schwartzman,1,,Kevin Anderson,Diego Sebastian Schwartzman,1
Alexander Zverev,Marcel Granollers,1,,Marcel Granollers,Alexander Zverev,0
Gilles Simon,Taylor Harry Fritz,1,,Gilles Simon,Taylor Harry Fritz,1
Leonardo Mayer,Jiri Vesely,1,,Jiri Vesely,Leonardo Mayer,0
Paul Henri Mathieu,Hyeon Chung,1,,Paul Henri Mathieu,Hyeon Chung,1
Andreas Seppi,Daniel Munoz De La Nava,1,,Daniel Munoz De La Nava,Andreas Seppi,0
Adrian Mannarino,Robin Haase,1,,Adrian Mannarino,Robin Haase,1
Guido Pella,Daniil Medvedev,1,,Daniil Medvedev,Guido Pella,0
Donald Young,Fabio Fognini,1,,Donald Young,Fabio Fognini,1
Joao Sousa,Quentin Halys,1,,Quentin Halys,Joao Sousa,0
Victor Estrella,Denis Kudla,1,,Victor Estrella,Denis Kudla,1
Diego Sebastian Schwartzman,Fernando Verdasco,1,,Fernando Verdasco,Diego Sebastian Schwartzman,0
Alexander Zverev,Kyle Edmund,1,,Alexander Zverev,Kyle Edmund,1
Marcel Granollers,Brian Baker,1,,Brian Baker,Marcel Granollers,0
Taylor Harry Fritz,Illya Marchenko,1,,Taylor Harry Fritz,Illya Marchenko,1
Novak Djokovic,Yen Hsun Lu,1,,Yen Hsun Lu,Novak Djokovic,0
Steve Darcis,Marsel Ilhan,1,,Steve Darcis,Marsel Ilhan,1
Aljaz Bedene,Gerald Melzer,1,,Gerald Melzer,Aljaz Bedene,0
Pablo Carreno Busta,Federico Delbonis,1,,Pablo Carreno Busta,Federico Delbonis,1
Bernard Tomic,Brian Baker,1,,Brian Baker,Bernard Tomic,0
Borna Coric,Taylor Harry Fritz,1,,Borna Coric,Taylor Harry Fritz,1
Paul Henri Mathieu,Santiago Giraldo,1,,Santiago Giraldo,Paul Henri Mathieu,0
Roberto Bautista Agut,Dmitry Tursunov,1,,Roberto Bautista Agut,Dmitry Tursunov,1
David Ferrer,Evgeny Donskoy,1,,Evgeny Donskoy,David Ferrer,0
Juan Monaco,Denis Istomin,1,,Juan Monaco,Denis Istomin,1
Victor Estrella,Illya Marchenko,1,,Illya Marchenko,Victor Estrella,0
Feliciano Lopez,Thomas Fabbiano,1,,Feliciano Lopez,Thomas Fabbiano,1
Pablo Cuevas,Tobias Kamke,1,,Tobias Kamke,Pablo Cuevas,0
Quentin Halys,Hyeon Chung,1,,Quentin Halys,Hyeon Chung,1
Malek Jaziri,Florian Mayer,1,,Florian Mayer,Malek Jaziri,0
Tomas Berdych,Vasek Pospisil,1,,Tomas Berdych,Vasek Pospisil,1
Rafael Nadal,Samuel Groth,1,,Samuel Groth,Rafael Nadal,0
Facundo Bagnis,Kenny De Schepper,1,,Facundo Bagnis,Kenny De Schepper,1
Nicolas Mahut,Ricardas Berankis,1,,Ricardas Berankis,Nicolas Mahut,0
Marcel Granollers,Fabio Fognini,1,,Marcel Granollers,Fabio Fognini,1
Stephane Robert,Kevin Anderson,1,,Kevin Anderson,Stephane Robert,0
Alexander Zverev,Pierre Hugues Herbert,1,,Alexander Zverev,Pierre Hugues Herbert,1
Guillermo Garcia Lopez,Thiemo De Bakker,1,,Thiemo De Bakker,Guillermo Garcia Lopez,0
Dominic Thiem,Inigo Cervantes Huegun,1,,Dominic Thiem,Inigo Cervantes Huegun,1
David Goffin,Gregoire Barrere,1,,Gregoire Barrere,David Goffin,0
Carlos Berlocq,Paolo Lorenzi,1,,Carlos Berlocq,Paolo Lorenzi,1
Jiri Vesely,Rajeev Ram,1,,Rajeev Ram,Jiri Vesely,0
Nicolas Almagro,Philipp Kohlschreiber,1,,Nicolas Almagro,Philipp Kohlschreiber,1
Joao Sousa,Damir Dzumhur,1,,Damir Dzumhur,Joao Sousa,0
Ernests Gulbis,Andreas Seppi,1,,Ernests Gulbis,Andreas Seppi,1
Marcos Baghdatis,Gilles Muller,1,,Gilles Muller,Marcos Baghdatis,0
Jo Wilfried Tsonga,Jan Lennard Struff,1,,Jo Wilfried Tsonga,Jan Lennard Struff,1
Milos Raonic,Janko Tipsarevic,1,,Janko Tipsarevic,Milos Raonic,0
Adrian Mannarino,Mikhail Kukushkin,1,,Adrian Mannarino,Mikhail Kukushkin,1
Andrej Martin,Daniel Munoz De La Nava,1,,Daniel Munoz De La Nava,Andrej Martin,0
Lucas Pouille,Julien Benneteau,1,,Lucas Pouille,Julien Benneteau,1
Jack Sock,Robin Haase,1,,Robin Haase,Jack Sock,0
Dustin Brown,Dudi Sela,1,,Dustin Brown,Dudi Sela,1
Albert Ramos,Horacio Zeballos,1,,Horacio Zeballos,Albert Ramos,0
Marco Trungelliti,Marin Cilic,1,,Marco Trungelliti,Marin Cilic,1
Gilles Simon,Rogerio Dutra Silva,1,,Rogerio Dutra Silva,Gilles Simon,0
Guido Pella,Diego Sebastian Schwartzman,1,,Guido Pella,Diego Sebastian Schwartzman,1
Dusan Lajovic,Denis Kudla,1,,Denis Kudla,Dusan Lajovic,0
Viktor Troicki,Grigor Dimitrov,1,,Viktor Troicki,Grigor Dimitrov,1
Jeremy Chardy,Leonardo Mayer,1,,Leonardo Mayer,Jeremy Chardy,0
Adam Pavlasek,Roberto Carballes Baena,1,,Adam Pavlasek,Roberto Carballes Baena,1
Taro Daniel,Martin Klizan,1,,Martin Klizan,Taro Daniel,0
Stanislas Wawrinka,Lukas Rosol,1,,Stanislas Wawrinka,Lukas Rosol,1
Kei Nishikori,Simone Bolelli,1,,Simone Bolelli,Kei Nishikori,0
Andrey Kuznetsov,Benjamin Becker,1,,Andrey Kuznetsov,Benjamin Becker,1
Ivan Dodig,Mikhail Youzhny,1,,Mikhail Youzhny,Ivan Dodig,0
Fernando Verdasco,Steve Johnson,1,,Fernando Verdasco,Steve Johnson,1
Nick Kyrgios,Marco Cecchinato,1,,Marco Cecchinato,Nick Kyrgios,0
Igor Sijsling,Adrian Ungur,1,,Igor Sijsling,Adrian Ungur,1
Bjorn Fratangelo,Sam Querrey,1,,Sam Querrey,Bjorn Fratangelo,0
Richard Gasquet,Thomaz Bellucci,1,,Richard Gasquet,Thomaz Bellucci,1
John Isner,John Millman,1,,John Millman,John Isner,0
Kyle Edmund,Nikoloz Basilashvili,1,,Kyle Edmund,Nikoloz Basilashvili,1
Teymuraz Gabashvili,Donald Young,1,,Donald Young,Teymuraz Gabashvili,0
Benoit Paire,Radu Albot,1,,Benoit Paire,Radu Albot,1
Ivo Karlovic,Albert Montanes,1,,Albert Montanes,Ivo Karlovic,0
Jordan Thompson,Laslo Djere,1,,Jordan Thompson,Laslo Djere,1
Mathias Bourgue,Jordi Samper Montana,1,,Jordi Samper Montana,Mathias Bourgue,0
Andy Murray,Radek Stepanek,1,,Andy Murray,Radek Stepanek,1
Novak Djokovic,Steve Darcis,1,,Steve Darcis,Novak Djokovic,0
Aljaz Bedene,Pablo Carreno Busta,1,,Aljaz Bedene,Pablo Carreno Busta,1
Borna Coric,Bernard Tomic,1,,Bernard Tomic,Borna Coric,0
Roberto Bautista Agut,Paul Henri Mathieu,1,,Roberto Bautista Agut,Paul Henri Mathieu,1
David Ferrer,Juan Monaco,1,,Juan Monaco,David Ferrer,0
Feliciano Lopez,Victor Estrella,1,,Feliciano Lopez,Victor Estrella,1
Pablo Cuevas,Quentin Halys,1,,Quentin Halys,Pablo Cuevas,0
Tomas Berdych,Malek Jaziri,1,,Tomas Berdych,Malek Jaziri,1
Rafael Nadal,Facundo Bagnis,1,,Facundo Bagnis,Rafael Nadal,0
Marcel Granollers,Nicolas Mahut,1,,Marcel Granollers,Nicolas Mahut,1
Alexander Zverev,Stephane Robert,1,,Stephane Robert,Alexander Zverev,0
Dominic Thiem,Guillermo Garcia Lopez,1,,Dominic Thiem,Guillermo Garcia Lopez,1
David Goffin,Carlos Berlocq,1,,Carlos Berlocq,David Goffin,0
Nicolas Almagro,Jiri Vesely,1,,Nicolas Almagro,Jiri Vesely,1
Ernests Gulbis,Joao Sousa,1,,Joao Sousa,Ernests Gulbis,0
Jo Wilfried Tsonga,Marcos Baghdatis,1,,Jo Wilfried Tsonga,Marcos Baghdatis,1
Milos Raonic,Adrian Mannarino,1,,Adrian Mannarino,Milos Raonic,0
Andrej Martin,Lucas Pouille,1,,Andrej Martin,Lucas Pouille,1
Jack Sock,Dustin Brown,1,,Dustin Brown,Jack Sock,0
Albert Ramos,Marco Trungelliti,1,,Albert Ramos,Marco Trungelliti,1
Gilles Simon,Guido Pella,1,,Guido Pella,Gilles Simon,0
Viktor Troicki,Dusan Lajovic,1,,Viktor Troicki,Dusan Lajovic,1
Jeremy Chardy,Adam Pavlasek,1,,Adam Pavlasek,Jeremy Chardy,0
Stanislas Wawrinka,Taro Daniel,1,,Stanislas Wawrinka,Taro Daniel,1
Kei Nishikori,Andrey Kuznetsov,1,,Andrey Kuznetsov,Kei Nishikori,0
Fernando Verdasco,Ivan Dodig,1,,Fernando Verdasco,Ivan Dodig,1
Nick Kyrgios,Igor Sijsling,1,,Igor Sijsling,Nick Kyrgios,0
Richard Gasquet,Bjorn Fratangelo,1,,Richard Gasquet,Bjorn Fratangelo,1
John Isner,Kyle Edmund,1,,Kyle Edmund,John Isner,0
Teymuraz Gabashvili,Benoit Paire,1,,Teymuraz Gabashvili,Benoit Paire,1
Ivo Karlovic,Jordan Thompson,1,,Jordan Thompson,Ivo Karlovic,0
Andy Murray,Mathias Bourgue,1,,Andy Murray,Mathias Bourgue,1
Novak Djokovic,Aljaz Bedene,1,,Aljaz Bedene,Novak Djokovic,0
Roberto Bautista Agut,Borna Coric,1,,Roberto Bautista Agut,Borna Coric,1
David Ferrer,Feliciano Lopez,1,,Feliciano Lopez,David Ferrer,0
Tomas Berdych,Pablo Cuevas,1,,Tomas Berdych,Pablo Cuevas,1
Marcel Granollers,Rafael Nadal,1,,Rafael Nadal,Marcel Granollers,0
Dominic Thiem,Alexander Zverev,1,,Dominic Thiem,Alexander Zverev,1
David Goffin,Nicolas Almagro,1,,Nicolas Almagro,David Goffin,0
Ernests Gulbis,Jo Wilfried Tsonga,1,,Ernests Gulbis,Jo Wilfried Tsonga,1
Milos Raonic,Andrej Martin,1,,Andrej Martin,Milos Raonic,0
Albert Ramos,Jack Sock,1,,Albert Ramos,Jack Sock,1
Viktor Troicki,Gilles Simon,1,,Gilles Simon,Viktor Troicki,0
Stanislas Wawrinka,Jeremy Chardy,1,,Stanislas Wawrinka,Jeremy Chardy,1
Kei Nishikori,Fernando Verdasco,1,,Fernando Verdasco,Kei Nishikori,0
Richard Gasquet,Nick Kyrgios,1,,Richard Gasquet,Nick Kyrgios,1
John Isner,Teymuraz Gabashvili,1,,Teymuraz Gabashvili,John Isner,0
Andy Murray,Ivo Karlovic,1,,Andy Murray,Ivo Karlovic,1
Novak Djokovic,Roberto Bautista Agut,1,,Roberto Bautista Agut,Novak Djokovic,0
Tomas Berdych,David Ferrer,1,,Tomas Berdych,David Ferrer,1
Dominic Thiem,Marcel Granollers,1,,Marcel Granollers,Dominic Thiem,0
David Goffin,Ernests Gulbis,1,,David Goffin,Ernests Gulbis,1
Albert Ramos,Milos Raonic,1,,Milos Raonic,Albert Ramos,0
Stanislas Wawrinka,Viktor Troicki,1,,Stanislas Wawrinka,Viktor Troicki,1
Richard Gasquet,Kei Nishikori,1,,Kei Nishikori,Richard Gasquet,0
Andy Murray,John Isner,1,,Andy Murray,John Isner,1
